mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
284,48,0.0006,0.0005,,5326.4,1654,110,0.014,0.005,5.98,0.16,,350,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
304,48,0.0009,0.0006,,5280.3,1700,110,0.017,0.006,5.93,0.16,,380,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
314,48,0.0019,0.0013,,5256.2,1724,110,0.033,0.007,5.65,0.12,,390,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
322,48,0.0005,0.0003,,5238.2,1742,110,0.0085,0.0019,6.25,0.12,,400,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
360,48,0.009,0.006,,5151.0,1829,110,0.09,0.04,5.26,0.19,,450,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
388,49,0.0026,0.0013,,5086.3,1894,110,0.020,0.006,5.94,0.16,,480,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
407,49,0.0057,0.0024,,5042.5,1937,110,0.038,0.007,5.69,0.11,,510,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
424,49,0.023,0.009,,5004.86,1975,110,0.14,0.03,5.16,0.11,,530,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
429,49,0.0061,0.0025,,4993.0,1987,110,0.034,0.008,5.77,0.13,,540,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
463,49,0.01,0.003,,4915.3,2065,110,0.042,0.007,5.71,0.11,,580,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
546,49,0.006,0.0021,,4729.5,2250,110,0.015,0.005,6.23,0.15,,680,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
583,50,0.011,0.003,,4645.8,2334,110,0.023,0.005,6.08,0.13,,730,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
595,50,0.014,0.004,,4618.4,2362,110,0.027,0.007,6.02,0.14,,750,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
626,50,0.01,0.004,,4548.9,2431,110,0.016,0.006,6.27,0.18,,780,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
634,50,0.015,0.003,,4532.4,2448,110,0.022,0.004,6.13,0.11,,800,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
664,50,0.99,0.14,,4465.00,2515,110,1.30,0.15,4.39,0.09,A,830,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
670,50,0.026,0.006,,4451.5,2528,110,0.034,0.007,5.98,0.11,,840,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
677,50,0.049,0.008,,4435.85,2544,110,0.061,0.009,5.73,0.1,,840,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
679,50,0.062,0.013,,4430.52,2549,110,0.075,0.015,5.64,0.11,,850,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
684,50,0.016,0.003,,4420.3,2560,110,0.019,0.003,6.24,0.11,,860,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
687,50,0.31,0.05,,4413.52,2566,110,0.36,0.06,4.96,0.1,,860,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
700,50,0.018,0.005,,4385.83,2594,110,0.020,0.005,6.23,0.14,,870,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
705,50,0.1,0.017,,4374.77,2605,110,0.109,0.018,5.5,0.1,,880,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
714,50,0.031,0.007,,4354.54,2625,110,0.033,0.007,6.03,0.12,,890,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
721,50,0.009,0.003,,4339.2,2641,110,0.009,0.003,6.59,0.17,,900,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
722,50,0.025,0.006,,4337.0,2643,110,0.025,0.006,6.15,0.12,,900,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
730,50,0.94,0.12,,4318.62,2661,110,0.92,0.12,4.59,0.09,,910,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
745,50,1.68,0.2,,4285.72,2694,110,1.55,0.2,4.37,0.09,,930,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
754,50,0.21,0.03,,4264.42,2716,110,0.18,0.03,5.31,0.09,A,940,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
