mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
400.4,4.4,0.0016,0.0004,,11885,2002,10,0.000027,0.000007,4.93,0.11,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
653,5.2,0.036,0.004,,11320,2567,11,0.00015,0.00002,4.4,0.05,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
679.4,3.4,0.2,0.03,,11262.3,2625,7,0.00076,0.0001,3.72,0.06,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
854,3.6,0.039,0.014,,10884,3003,8,0.00008,0.00003,4.83,0.16,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
873.2,3.8,0.193,0.016,,10843,3044,8,0.00036,0.00003,4.18,0.04,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
994.8,4.1,0.087,0.009,,10584,3303,9,0.00011,0.00001,4.75,0.05,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
1141.4,3.7,2.87,0.04,,10274,3613,8,0.00253,0.00005,3.476,0.009,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
1332.8,3.9,0.027,0.014,,9873,4014,8,,,5.78,0.23,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
1518.3,4.2,0.247,0.02,,9487,4400,9,,,5.06,0.04,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
1851,4,0.034,0.007,,8800,5087,7,,,6.28,0.09,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
2325.3,3.7,0.67,0.06,,7829.0,6058,7,,,5.41,0.04,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
2525.1,3.6,16.4,1.3,,7421.9,6465,7,0.00159,0.00013,4.18,0.04,A,2919.8,3.6,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17
5391.8,3.5,79.3,1.1,,1633.674,12253,7,,,4.986,0.007,A,,,11,9,Na,,0,,2+,447.9,,23,ms,0.4479,0.0023,EC,100,,13892.4,11,10,10,Ne,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H.,2025-10-17

